id,date,message,views,media
2600,2025-01-29 17:00:02+00:00,"#የግርዛት_ስልጠና_Addis_Ababa 
#Circumcision_Skill_Training_@ADISSABABA (Adult & Neonates with Ring )  በቀለበትና ያለቀለበት ➥   ከ ጥር 25 ጀምሮ ይሰጣል። (15CEU CPD & Skill)
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉አዘጋጅ-Ethio-American  Health Consultancy & CPD Center.
👉ሰልጣኞች-GP,HO,Nurse,Midwife

  📞0965412222 Dr shalom
  📞Daye 0941404444
  📞Ekram(A.A) 0965410000
 📞Selam(A.A) 0968670067
  📞Tinbit(A.A) 0942404444
  📞Office 0941404444

👉ማስታወሻ :-GP,HO,Nurse,Midwif ቁጥር 12 ብቻ መሆኑን እየገለፅን ቀድመው  የተመዘገቡ ብቻ የሚስተናገዱ መሆኑን እናሳውቃለን።
👉Circumcision is our Patented & Accredited Course !
:-t.me/eahci",564.0,True
2598,2025-01-29 12:34:11+00:00," #💥CPD_አሁን_ይመዝገቡ #የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title=Comprehensive HIV Prevention, Care and Treatment  Training 
🔶15CEU
👉 ከ ጥር 24 ጀምሮ ይሰጣል!
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
📱0965410000(Ekram)
📱0965412222(Dr. Shalom)
📱0941404444(Daye)
📱0942404444(Tenbit)
📱0968670067(Selam)
📳0462124400
 Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
For more info join our telegram channel                t.me/eahci",2700.0,True
2597,2025-01-27 11:01:51+00:00,"#OBGYN_Ultrasound_Training@Hawassa!
#ጥር_25/2017 ጀምሮ
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
💥Place of Trainings-Selected Hospitals 

Call & Register now
   ☎️0941404444 Daye
   ☎️0965412222 Dr.Shalom
   ☎️0942404444 Tenbit
   ☎️0968670067  Selam
   ☎️0965410000  Ekram(A.A)
 
#N.B_We only have a few spots left!! #OB_Ultrasound_Is_Our_Accredited_Course 
🏃For more info .follow us on telegram :-
t.me/eahci",14489.0,True
2596,2025-01-26 13:17:46+00:00,,,False
2595,2025-01-26 13:17:40+00:00,"#Adult_ECHO_Training@#ADISS_ABABA_By_Cardiologist_for_Physicians 
 We_have_Only_few_trainee_Position
👉Lecture will start on February 3
👉ጥር 26 ይጀምራል!
#Hands_on training !
#Register_Soon_And_Get_Certified !!
📞0965412222 Dr.Shalom
📞0941404444

#Hosted_By: Ethio-American Medical Training Center
T.me/eahci",1027.0,True
2594,2025-01-25 08:37:18+00:00,,,False
2593,2025-01-24 14:09:14+00:00,"#ነገ_ይጀምራል_Ultrasound_ስልጠና_አዲስ_አበባ_ጋንዲ_ሆስፒታል 
#ከጥር_18/2017 ጀምሮ
---------------------------------------------
✔#አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
 #Place_of_Training ➯ Ghandi_Hospital( ጋንዲ_ሆስፒታል )

Call & Register now
   ☎️0965412222 Dr.Shalom
   ☎️0941404444 Daye
   ☎️0942404444 Tenbit
   ☎️0968670067  Selam
   ☎️0965410000  Ekram(A.A)
 
#N.B_We only have a few spots left!! #OB_Ultrasound_Is_Our_Accredited_Course 
🏃For more info .follow us on telegram :-
t.me/eahci",14369.0,True
2592,2025-01-24 08:49:19+00:00,,,False
2591,2025-01-23 07:31:53+00:00,"#BASIC_ABDOMINAL_ULTRASOUND_TRAINING @HAWASSA & #Shashemene 
#ጥር_26/2017 
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉አዘጋጅ-Ethio-American  Health Consultancy & CPD Center.
👉ሰልጣኞች-PHYSICIANS,MRT +

  📞0965412222 Dr shalom
  📞Daye 0941404444
  📞Ekram 0965410000
 📞Selam 0968670067
  📞Tinbit 0942404444
  📞Office 0941404444

👉ማስታወሻ :-only a few spots are available 
:-t.me/eahci",12380.0,True
2590,2025-01-22 05:45:11+00:00," #💥CPD_አሁን_ይመዝገቡ #የሞያ_ፈቃድ_ለማሳደስ_CPD_ይመዝገቡ
#Title=PAIN MANAGMENT 
🔶15CEU
👉 ከ ጥር 17 ጀምሮ ይሰጣል!
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
➯0942404444(Tenbit)
📱0965410000(Ekram)
📱0965412222(Dr. Shalom)
📱0941404444(Daye)
📱0968670067(Selam)
📳0462124400
 Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings ❗
For more info join our telegram channel                t.me/eahci",16454.0,True
