x1,y1,x2,y2,confidence,class
87.79327,483.9883,113.75308,213.8203,0.5453111,0.00042834584
566.70905,482.93826,96.38079,211.91692,0.5312112,0.0003793229
88.11034,488.8752,114.69521,217.47478,0.58498096,0.0008965138
566.5268,488.52765,97.18786,222.49934,0.6195677,0.0007017496
87.97665,484.0096,114.58831,208.54243,0.6636231,0.00017411514
566.96063,483.2738,94.68426,211.97499,0.5407914,0.00016101295
88.06647,489.37146,115.82809,212.91835,0.74732673,0.00038240547
566.74426,489.8979,95.52759,219.32094,0.63763154,0.00025278158
88.074486,485.52655,113.99321,217.74796,0.84480876,0.00022912235
202.92479,483.2485,126.814514,247.0819,0.7385503,0.00020281806
459.93826,485.34613,128.23367,253.47652,0.6580527,0.00020623105
566.33307,484.5734,95.509895,219.2637,0.78759146,0.00034107256
88.08223,485.35666,113.60801,220.90132,0.89024013,0.00017657063
88.239105,485.65054,114.38921,219.48744,0.82004076,0.00042251553
203.18294,478.21722,125.31852,254.87389,0.7367792,0.00017697111
460.0036,484.38358,126.10759,260.92575,0.5647003,0.00023273275
566.4779,484.1527,94.57203,216.8512,0.81151533,0.00023526185
566.7589,484.1405,95.271736,217.94815,0.7512709,0.00034250595
88.16507,485.28738,113.691246,216.27565,0.8515353,0.0002896575
202.8784,482.8047,125.95471,246.50497,0.7295653,0.0002542839
459.94733,485.6577,127.64399,254.21289,0.6598561,0.0002633696
566.34235,484.72183,95.43632,218.59041,0.7874528,0.00042621983
88.06052,485.40283,113.909096,220.105,0.8892853,0.00021285324
88.20574,485.80716,114.845436,219.32198,0.8163258,0.00052647834
203.18936,477.70306,124.84091,253.77351,0.73229426,0.00021903733
460.0528,483.88095,125.8505,261.49506,0.56323636,0.00028288263
566.4273,484.2306,94.74631,216.12213,0.803382,0.00028573768
566.7509,484.04666,95.445755,217.2185,0.7332728,0.0003841311
87.950195,485.3666,114.35172,215.90585,0.8483251,0.00082827715
203.1018,482.7666,127.27505,246.18317,0.73169047,0.00069106417
460.29126,485.3697,128.2993,254.52394,0.6636375,0.0006874442
566.6039,484.712,96.80212,219.191,0.5306055,0.0012963839
88.00415,485.40933,115.25868,220.14204,0.88401395,0.00064129627
87.6432,486.0639,114.33436,218.87807,0.8150233,0.0013337306
203.58527,478.5882,126.96533,254.97502,0.7194466,0.00054948655
460.5751,484.13712,127.67436,261.42563,0.55120564,0.0006528215
566.67535,484.13766,96.52426,216.84976,0.5913018,0.00088945223
566.5069,483.88834,96.56675,217.53981,0.5277649,0.0013565542
