x1,y1,x2,y2,confidence,class
462.77063,408.46002,88.94533,167.11205,0.53750926,0.00055502984
462.46576,408.5466,89.470055,166.79112,0.5424196,0.0005609941
556.8059,409.9056,90.144264,167.14279,0.58483326,0.00074588467
557.42773,410.18005,91.226425,166.52773,0.5571959,0.0006641912
556.4704,411.86908,88.11218,162.6487,0.5337904,0.00038736808
462.81644,408.56674,89.2247,168.18733,0.5087088,0.00051683286
462.46115,408.41275,89.25185,165.32391,0.5160382,0.0005578838
556.8887,409.8728,90.58863,168.11635,0.5628946,0.0007882686
557.40076,409.96774,91.33649,166.175,0.5339502,0.0006346034
556.463,412.0076,88.72181,161.31076,0.51173395,0.0003604103
114.56801,437.2977,226.07782,129.77394,0.5022394,0.99674726
114.666824,435.22437,228.08334,126.036125,0.60066575,0.9982266
462.77698,408.68256,89.58382,167.06087,0.51893806,0.0005950179
462.44147,408.56033,89.18416,166.40302,0.53709877,0.0004940166
556.8237,410.1244,90.60926,166.76663,0.5787986,0.00083302986
557.38464,410.1908,91.18946,165.90164,0.56901044,0.0005970918
556.4045,411.99097,88.91552,162.506,0.53610325,0.00041453756
114.32532,435.39755,223.19577,125.85503,0.5143822,0.9987332
556.19183,409.26184,91.90528,166.76682,0.52684516,8.2258586e-05
557.25244,409.10345,91.73199,167.3083,0.7022832,0.00011112731
115.06406,440.66333,225.8844,136.33945,0.827122,0.9984724
115.90289,438.0387,225.42087,132.455,0.6930232,0.9976445
461.89938,408.04935,90.18728,164.82872,0.5182782,0.0004526648
557.33936,409.27832,90.78357,166.28659,0.6698468,0.00022093787
115.800644,439.295,225.73576,134.7349,0.8026742,0.99783915
556.3697,409.14804,91.66468,166.38187,0.5101561,9.010923e-05
557.2976,408.85815,92.46601,166.87228,0.69367355,0.00012231295
114.97566,440.71295,226.4906,136.746,0.82029194,0.9986847
116.07052,438.0406,225.73502,132.67722,0.6826858,0.9978916
461.92828,408.42172,90.15297,165.78786,0.5023677,0.00047528904
557.49347,409.3357,91.256004,167.17206,0.6596609,0.0002387681
115.62953,439.46143,226.05322,134.7089,0.7974181,0.9980361
114.78804,440.5843,226.29486,137.08467,0.8251626,0.99849284
116.2408,438.1565,226.11046,132.65056,0.6878224,0.99728596
115.75659,439.60727,226.28053,135.38452,0.7937453,0.99803776
