x1,y1,x2,y2,confidence,class
175.75803,213.93729,31.961369,33.876835,0.68919325,3.7343285e-05
175.29167,214.26723,32.216877,33.721413,0.7337852,2.7976559e-05
387.35684,290.11575,34.92276,40.96037,0.66054696,2.0635562e-05
386.64658,290.08084,33.77312,35.646633,0.740182,9.161176e-06
349.76575,311.724,31.329115,33.87429,0.5183612,3.2909626e-05
175.83914,213.85138,31.841702,33.91471,0.6709506,2.7489617e-05
175.33527,214.15335,33.247402,33.948444,0.71035296,1.7841463e-05
387.45795,289.3659,35.5515,39.72426,0.708379,2.2088774e-05
386.628,290.2086,34.333202,36.27674,0.50335634,4.5556942e-05
386.75558,290.2353,34.16844,35.307,0.7451062,8.630157e-06
175.74474,213.89664,32.361702,34.250786,0.6956365,3.3879925e-05
175.3868,214.1797,33.914356,34.26289,0.72024286,2.034362e-05
387.47522,289.29825,35.38398,40.416286,0.7003536,3.5711582e-05
386.57584,290.2241,34.37825,36.77008,0.53898966,6.9498645e-05
386.76028,290.21494,34.06137,35.450092,0.7410818,1.4179581e-05
176.10597,213.74837,31.722708,32.112793,0.68953425,0.00047229853
176.00906,213.404,31.393963,32.026875,0.6900321,0.00037257766
386.6791,289.95154,34.35391,36.667603,0.7323071,0.00020266187
386.92825,289.6518,35.44642,35.438194,0.62377626,0.00014086455
386.85635,289.83752,33.898308,36.693676,0.6874302,6.725848e-05
176.247,213.74915,31.857243,32.238792,0.6890972,0.00047358518
175.94002,213.38448,31.376171,32.187374,0.68487495,0.0004188817
386.62323,289.84784,34.69982,36.705856,0.7230114,0.00020881399
386.926,289.63068,35.22069,35.559296,0.6268719,0.00012984646
386.8705,289.78134,34.051685,37.0102,0.6781627,5.847778e-05
176.26492,213.83694,32.349873,33.11734,0.54763293,0.0008962691
175.95459,213.3717,31.573835,32.65552,0.58487844,0.0007569867
386.581,289.85446,34.771767,37.074757,0.719548,0.0002927484
386.8744,289.8427,35.55586,35.386147,0.60346335,0.00022107274
386.88107,289.97562,34.10546,36.22118,0.65874034,0.00010041404
176.09677,213.86494,33.117413,33.096416,0.64340943,9.1641996e-05
175.83623,213.76672,33.92174,34.120792,0.601197,5.0496183e-05
387.61792,290.05524,36.077442,37.745266,0.68086106,0.00031482163
