x1,y1,x2,y2,confidence,class
346.2346,233.49446,49.70612,21.949074,0.59884787,0.00025666828
345.98886,233.05608,50.582123,22.32851,0.5073797,0.00013404818
309.2176,253.50339,40.58484,29.643028,0.6107742,0.00061170984
309.51642,253.08496,40.541508,28.682974,0.5561468,0.0007266904
346.3142,233.45445,49.916386,22.182104,0.6053632,0.00033097967
346.05096,233.05115,51.18273,22.512827,0.51780826,0.00016790135
309.12173,253.5536,40.01499,29.751469,0.603074,0.000852964
309.6436,253.08801,40.02831,28.624674,0.55755395,0.001029337
345.56522,233.39278,52.418884,23.464634,0.5779698,0.0005399403
346.0708,232.85153,54.510193,23.403357,0.54091775,0.00018157437
309.5491,253.20953,41.863144,29.634722,0.63864857,0.00064342923
309.13278,253.08498,41.758636,28.615566,0.7318658,0.00045883635
309.28467,253.32225,42.27285,29.220499,0.7077702,0.00046279875
345.4889,233.28937,52.47915,23.346388,0.5897262,0.00048634372
346.06082,232.89325,54.28655,23.445581,0.56524104,0.00015697144
309.66034,253.33792,41.62695,29.756924,0.6198378,0.0005786863
309.16425,253.1167,41.79898,28.78438,0.7397573,0.00043501784
309.3547,253.3776,42.184555,29.356993,0.70543903,0.00046558306
309.3192,252.41158,43.17521,29.571222,0.67730355,0.00071169646
310.31015,252.35287,44.08506,31.229517,0.554076,0.00019864581
309.33115,253.04845,42.710896,28.696558,0.67504054,0.00053564983
185.33829,381.42078,357.26434,492.34607,0.77209413,0.99883264
195.10284,381.6282,384.10794,496.78494,0.76175904,0.9975656
185.27782,377.75806,358.92218,495.73123,0.74296176,0.9977151
191.67989,379.58392,364.7586,487.32205,0.6243294,0.99764496
184.94348,380.60803,360.04028,493.01767,0.78023255,0.9993555
195.22827,381.12888,384.59824,492.33575,0.76416105,0.99849296
185.15451,376.17728,362.32022,498.32498,0.7443517,0.9987185
192.09639,377.83115,370.57462,490.38046,0.61296666,0.99892503
