x1,y1,x2,y2,confidence,class
358.58197,292.9269,15.702101,33.314747,0.67068636,0.0015921467
358.30432,292.75845,14.9389305,33.93623,0.6170595,0.0029930023
442.4436,235.9877,42.6921,107.711044,0.5679427,0.0005438822
443.59305,236.14217,42.45166,109.051926,0.7845291,0.00068481127
358.61084,292.84665,15.59905,33.028606,0.6811619,0.00089987804
358.332,292.67578,14.8722105,33.606964,0.60925937,0.0017491733
411.68094,311.1175,23.344894,78.58367,0.6307214,0.00047791493
411.7721,311.20035,23.506401,72.75495,0.52537614,0.0006510355
358.579,292.81668,15.713072,33.213146,0.6878828,0.0006603572
358.2802,292.61932,15.142956,33.83695,0.6208575,0.0011988803
411.6958,311.33755,22.844994,80.32153,0.598765,0.00034048405
411.8052,311.23886,23.162058,72.34241,0.53715056,0.0005269719
442.88104,236.9748,41.357403,97.983574,0.8219672,0.00018886894
443.16602,236.79199,40.38856,99.83416,0.73194367,0.00013288547
442.72067,236.78708,39.803173,100.62911,0.7377814,0.00052783574
358.20465,293.69098,16.363121,33.68125,0.65756273,0.00023413092
358.08252,294.06165,17.3036,34.057644,0.5940919,0.0024765616
358.20728,293.5755,16.902626,34.134727,0.67954934,0.0004761286
611.5463,299.44788,56.825123,226.0307,0.58107543,0.0003731816
412.2971,312.26648,21.314716,74.546844,0.6974457,0.0006390991
411.9522,311.9306,21.92072,75.936714,0.6338201,0.0003020718
442.99655,237.03172,42.04551,98.40721,0.8273027,0.00013883827
443.10873,236.87341,40.258186,99.56188,0.73418456,9.74005e-05
442.81525,236.68948,39.97729,100.15857,0.726881,0.0004027848
358.13187,293.55438,17.765879,34.55601,0.526203,0.0003717921
412.29642,312.23633,20.982939,74.38759,0.6766306,0.00052996015
411.97623,311.87003,22.121624,75.96613,0.62268347,0.00027222573
443.05298,236.93967,42.11253,97.55897,0.8149516,0.00010296948
443.11862,236.95502,40.275074,99.07161,0.7405428,6.4983906e-05
442.81714,236.80157,39.98424,100.23674,0.7263759,0.0002584417
358.15497,293.39676,17.773518,34.76892,0.53747356,0.0003972845
611.4537,299.7176,57.97857,228.24554,0.6217493,0.00020300418
412.26627,311.91077,21.162971,74.61049,0.67729485,0.00035895672
411.94394,311.81757,22.283628,75.725784,0.61675596,0.0001893883
442.70383,237.03088,41.510143,99.07365,0.7523183,0.00019602446
442.80795,237.0883,41.567577,99.03261,0.8283968,0.0004567398
442.93814,237.22882,40.005447,98.12626,0.8025983,0.00043520762
611.47546,295.74783,56.64195,238.77803,0.6967316,0.0009139856
611.29504,296.60962,56.952263,237.39359,0.744399,0.00050314516
611.57416,295.7825,56.756405,235.5959,0.82221496,0.0007213445
442.9408,237.03665,42.649555,99.2945,0.60106605,0.0001449222
442.93454,237.08119,43.040974,99.08914,0.63256234,0.00042532122
442.95267,237.16078,41.75338,98.38975,0.5688407,0.00056305487
611.4409,295.11838,56.87412,238.28612,0.6782799,0.0005024109
313.8526,323.54712,63.52266,369.87503,0.65472156,0.940317
611.3462,296.41196,57.227325,237.36438,0.7610684,0.0002998018
611.53735,295.91635,56.84981,236.1217,0.82093525,0.0004520768
314.27942,324.426,61.866676,372.57602,0.7594809,0.9671258
312.68423,329.8817,61.318684,368.79263,0.661737,0.9785686
