x1,y1,x2,y2,confidence,class
93.86522,559.78595,95.7274,128.09181,0.82246375,0.00042917163
95.71165,559.9429,94.6694,128.50076,0.5448063,0.00048882625
93.84714,560.43506,95.88479,130.86397,0.84361213,0.00078709837
95.1252,561.37964,95.6061,131.46983,0.60197616,0.00075228425
93.902306,559.8511,96.081345,129.20724,0.8169,0.00034325614
95.62714,559.99365,94.90773,129.17078,0.5397589,0.00031249007
93.82774,560.30237,95.01634,131.30074,0.83742434,0.0006350792
95.052666,561.30255,95.47775,131.931,0.59823596,0.00052806525
93.87224,559.75757,96.31831,128.98631,0.82345104,0.0003832993
95.723434,559.87463,95.19161,129.53038,0.54313457,0.00031020655
93.816635,560.46027,95.070595,132.12143,0.83527696,0.0006914628
95.13255,561.5775,95.62867,132.51735,0.586918,0.00053852226
93.433014,561.0613,97.80627,134.26776,0.86238253,0.00035013535
93.9595,561.45905,97.131256,131.63,0.85605866,0.0004118789
93.53539,561.1197,97.80968,134.04782,0.8571096,0.00040485087
94.03253,561.36975,97.0107,131.39684,0.8492753,0.00050858944
92.98935,561.1582,102.60843,134.5961,0.54138803,0.00071478507
94.020935,561.4029,98.47747,131.99854,0.6905043,0.0009628802
