id,date,message,views,media
2600,2025-01-29 17:00:02,"#የግርዛት_ስልጠና_addis_ababa 
#circumcision_skill_training_@adissababa (adult & neonates with ring )  በቀለበትና ያለቀለበት ➥   ከ ጥር 25 ጀምሮ ይሰጣል። (15ceu cpd & skill)
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉አዘጋጅ-ethio-american  health consultancy & cpd center.
👉ሰልጣኞች-gp,ho,nurse,midwife

  📞0965412222 dr shalom
  📞daye 0941404444
  📞ekram(a.a) 0965410000
 📞selam(a.a) 0968670067
  📞tinbit(a.a) 0942404444
  📞office 0941404444

👉ማስታወሻ :-gp,ho,nurse,midwif ቁጥር 12 ብቻ መሆኑን እየገለፅን ቀድመው  የተመዘገቡ ብቻ የሚስተናገዱ መሆኑን እናሳውቃለን።
👉circumcision is our patented & accredited course !
:-t.me/eahci",564.0,True
2598,2025-01-29 12:34:11,"#💥cpd_አሁን_ይመዝገቡ #የሞያ_ፈቃድ_ለማሳደስ_cpd_ይመዝገቡ
#title=comprehensive hiv prevention, care and treatment  training 
🔶15ceu
👉 ከ ጥር 24 ጀምሮ ይሰጣል!
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
📱0965410000(ekram)
📱0965412222(dr. shalom)
📱0941404444(daye)
📱0942404444(tenbit)
📱0968670067(selam)
📳0462124400
 ethio-american cpd center & health consultancy.
🏃we are committed to excellence in medical trainings ❗
for more info join our telegram channel                t.me/eahci",2700.0,True
2597,2025-01-27 11:01:51,"#obgyn_ultrasound_training@hawassa!
#ጥር_25/2017 ጀምሮ
---------------------------------------------

✔አዘጋጅ-ethio-american cpd center in collaboration with selected hospitals .
💥place of trainings-selected hospitals 

call & register now
   ☎️0941404444 daye
   ☎️0965412222 dr.shalom
   ☎️0942404444 tenbit
   ☎️0968670067  selam
   ☎️0965410000  ekram(a.a)
 
#n.b_we only have a few spots left!! #ob_ultrasound_is_our_accredited_course 
🏃for more info .follow us on telegram :-
t.me/eahci",14489.0,True
2596,2025-01-26 13:17:46,,,False
2595,2025-01-26 13:17:40,"#adult_echo_training@#adiss_ababa_by_cardiologist_for_physicians 
 we_have_only_few_trainee_position
👉lecture will start on february 3
👉ጥር 26 ይጀምራል!
#hands_on training !
#register_soon_and_get_certified !!
📞0965412222 dr.shalom
📞0941404444

#hosted_by: ethio-american medical training center
t.me/eahci",1027.0,True
2594,2025-01-25 08:37:18,,,False
2593,2025-01-24 14:09:14,"#ነገ_ይጀምራል_ultrasound_ስልጠና_አዲስ_አበባ_ጋንዲ_ሆስፒታል 
#ከጥር_18/2017 ጀምሮ
---------------------------------------------
✔#አዘጋጅ-ethio-american cpd center in collaboration with selected hospitals .
 #place_of_training ➯ ghandi_hospital( ጋንዲ_ሆስፒታል )

call & register now
   ☎️0965412222 dr.shalom
   ☎️0941404444 daye
   ☎️0942404444 tenbit
   ☎️0968670067  selam
   ☎️0965410000  ekram(a.a)
 
#n.b_we only have a few spots left!! #ob_ultrasound_is_our_accredited_course 
🏃for more info .follow us on telegram :-
t.me/eahci",14369.0,True
2592,2025-01-24 08:49:19,,,False
2591,2025-01-23 07:31:53,"#basic_abdominal_ultrasound_training @hawassa & #shashemene 
#ጥር_26/2017 
🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉አዘጋጅ-ethio-american  health consultancy & cpd center.
👉ሰልጣኞች-physicians,mrt +

  📞0965412222 dr shalom
  📞daye 0941404444
  📞ekram 0965410000
 📞selam 0968670067
  📞tinbit 0942404444
  📞office 0941404444

👉ማስታወሻ :-only a few spots are available 
:-t.me/eahci",12380.0,True
2590,2025-01-22 05:45:11,"#💥cpd_አሁን_ይመዝገቡ #የሞያ_ፈቃድ_ለማሳደስ_cpd_ይመዝገቡ
#title=pain managment 
🔶15ceu
👉 ከ ጥር 17 ጀምሮ ይሰጣል!
ለሁሉም ጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችሁ።
--------------------------------------------
➯0942404444(tenbit)
📱0965410000(ekram)
📱0965412222(dr. shalom)
📱0941404444(daye)
📱0968670067(selam)
📳0462124400
 ethio-american cpd center & health consultancy.
🏃we are committed to excellence in medical trainings ❗
for more info join our telegram channel                t.me/eahci",16454.0,True
